sku,warehouse,quantity,unit_cost,last_restocked
GH-402124-ST,WH-AS-03,490,$104.56,"October 24, 2025"
ABC-942435-A,WH-US-01,426,542.11,10/21/2025
IJ-773246-5,WH-EU-01,531,$359.22,2025-10-14
GH-027225-C,WH-AS-02,304,$163.56,05-10-2025
KL-778236-Y,WH-EU-01,628,187.18,08-10-2025
CD-241062-S,WH-EU-01,459,$472.36,19-10-2025
OP-234752-R,WH-US-02,438,$1023.22,10/09/2025
IJ-773246-S,WH-AS-02,199,368.70,"October 14, 2025"
EF-639720-B,WH-AS-01,393,259.89,2025-10-15
WX-460381-UV,WH-EU-01,403,174.75,10/16/2025
ABC-166840-Y,WH-EU-03,464,139.54,2025-10-08
UV-821391-UV,WH-AS-02,429,$535.95,10/04/2025
KL-398382-R,WH-AS-03,2873,328.10,08-07-2025
GH-913804-B,WH-AS-03,817,97.18,29-09-2025
IJ-773246-S,WH-AS-01,455,368.35,2025-10-06
UV-292369-T,WH-EU-01,511,367.90,18-10-2025
KL-691855-S,WH-US-01,262,$421.92,2025-10-09
MN-244962-Z,WH-EU-03,575,142.84,"October 13, 2025"
GH-098251-X,WH-AS-02,360,267.09,14-10-2025
EF-922981-U,WH-EU-03,7,209.61,15-10-2025
CD-053578-A,WH-AS-01,80,268.42,2025-10-01
EF-465656-RS,WH-EU-03,178,$262.83,10/11/2025
UV-488575-Y,WH-AS-02,265,337.09,19-10-2025
MN-441869-B,WH-AS-02,660,488.32,05-10-2025
OP-210267-ST,WH-US-03,641,$366.66,2025-10-14
MN-268095-R,WH-US-01,1014,$404.01,06-10-2025
GH-779480-Z,WH-AS-01,265,$510.78,18-10-2025
QR-950314-UV,WH-EU-03,681,124.52,10/15/2025
MN-958492-A,WH-AS-03,588,190.40,09/29/2025
GH-985539-UV,WH-AS-02,19,182.08,10/25/2025
MN-382913-X,WH-EU-03,112,294.18,02-10-2025
ST-642390-RS,WH-AS-02,175,412.49,10/05/2025
KL-561086-C,WH-AS-01,"3,575",326.90,"October 22, 2025"
YZ-711219-C,WH-US-02,504,326.10,10/23/2025
IJ-286577-V,WH-AS-01,441,328.78,2025-10-16
IJ-259607-C,WH US 01,472,$516.12,2025-10-04
EF-090814-C,WH-AS-01,615,228.13,21-10-2025
EF-995967-B,WH AS 01,734,189.92,10/15/2025
ST-883554-B,WH-AS-03,534,224.13,2025-10-14
OP-234752-R,WH-AS-03,275,806.29,10/11/2025
YZ-138235-8,WH-US-03,455,$140.17,30-09-2025
DEF-555816-V,WH-AS-02,374,443.96,"October 24, 2025"
CD-943590-W,WH-AS-02,15,376.69,10/17/2025
ABC-690305-A,WH-EU-01,123,25.96,2025-10-08
UV-981110-V,WH-AS-02,216,147.78,"September 28, 2025"
CD-650468-S,WH-AS-03,447,37.41,"October 10, 2025"
IJ-259607-C,WH-US-01,528,$513.09,06-10-2025
ABC-223086-UV,WH US 01,403,332.73,2025-10-18
AB-758168-UV,WH-AS-01,359,202.42,10/05/2025
QR-736911-UV,WH-US-02,503,$704.64,"October 01, 2025"
CD-766179-Y,WH-AS-03,281,406.83,"October 08, 2025"
AB-319635-V,WH-EU-03,462,145.34,10/21/2025
ST-582343-T,WH-EU-02,276,$330.61,10/06/2025
OP-424389-S,WH AS 01,514,49.69,"October 05, 2025"
KL-278932-Z,WH-US-03,515,521.92,01-10-2025
QR-525902-RS,WH-EU-01,376,525.55,2025-10-04
QR-950314-UV,WH-EU-01,489,$198.53,10/19/2025
YZ-713526-ST,WH EU 01,339,346.57,"May 08, 2025"
OP-608040-A,WH US 03,3,568.64,"October 26, 2025"
ABC-490710-ST,WH-EU-03,1557,494.74,"September 28, 2025"
AB-098793-UV,WH-AS-02,177,122.60,"September 28, 2025"
WX-460381-UV,WH-EU-03,1276,172.36,"October 01, 2025"
DEF-709446-U,WH AS 03,1194,$146.70,10/03/2025
GH-371858-RS,WH-EU-02,413,369.39,28-09-2025
CD-650468-S,WH-US-01,850,38.09,09/29/2025
GH-913804-B,WH-US-03,727,$99.81,29-09-2025
GH-779480-Z,WH-EU-03,567,$230.42,10/17/2025
CD-097781-B,WH-AS-01,569,$335.80,2025-10-13
KL-733052-X,WH-US-01,2052,584.11,2025-10-11
QR-950314-UV,WH-US-02,428,124.78,10/10/2025
ABC-372507-X,WH-US-02,1131,702.90,10/14/2025
QR-950314-UV,WH-AS-03,85,$122.19,10/09/2025
MN-748581-V,WH-AS-02,163,$286.57,10/19/2025
KL-060642-Z,WH-AS-03,411,$41.29,2025-09-28
OP-921659-A,WH-US-01,190,473.93,24-10-2025
UV-292369-T,WH-EU-03,891,341.67,10/06/2025
UV-223955-B,WH-US-01,341,426.45,11-10-2025
AB-714328-C,WH-US-02,655,283.80,26-10-2025
MN-418821-W,WH-US-01,815,684.96,"October 25, 2025"
AB-796667-RS,WH-AS-03,275,$36.23,20-10-2025
DEF-709446-U,WH-EU-02,184,236.80,2025-10-07
EF-010767-Y,WH-EU-02,148,$75.11,15-10-2025
MN-563336-Y,WH-US-03,967,546.17,2025-06-21
GH-261735-U,WH-AS-01,594,515.62,10/23/2025
ABC-942435-A,WH-AS-03,1335,241.76,10/20/2025
QR-530959-Y,WH-EU-02,18,519.41,2025-10-07
KL-278932-Z,WH-EU-02,230,$510.00,24-10-2025
WX-922406-ST,WH-US-02,195,268.28,"October 07, 2025"
CD-650468-S,WH-US-02,3447,32.27,10/14/2025
YZ-284060-UV,WH-EU-02,130,130.36,10/08/2025
WX-220684-B,WH-US-03,389,474.50,05-10-2025
UV-292369-T,WH-EU-01,384,370.98,10/16/2025
GH-913804-B,WH-US-03,852,$100.53,15-04-2025
QR-486100-U,WH-AS-02,133,$91.28,"October 14, 2025"
WX-220684-B,WH-US-03,284,514.91,05-10-2025
MN-451770-RS,WH-US-03,392,448.05,09/29/2025
ST-252083-R,WH-AS-03,776,49.13,"September 30, 2025"
EF-579856-V,WH-US-01,647,$228.58,10/09/2025
AB-098793-UV,WH EU 01,300,113.44,10/19/2025
ABC-223086-UV,WH-US-01,129,$345.13,"October 10, 2025"
CD-901300-Y,WH-EU-01,351,318.14,02-10-2025
OP-618024-U,WH-EU-02,329,326.90,04-10-2025
AB-796667-RS,WH-EU-02,488,$37.89,19-10-2025
UV-821391-UV,WH-AS-02,388,481.93,28-09-2025
DEF-127882-U,WH-AS-01,628,$236.49,10/03/2025
GH-027225-C,WH-US-01,425,165.74,03-10-2025
OP-424389-S,WH-EU-01,140,49.03,22-10-2025
YZ-711219-C,WH-AS-03,903,312.93,14-10-2025
ST-252083-R,WH-US-02,246,48.63,03-06-2025
KL-533342-UV,WH-EU-03,307,28.98,2025-10-15
OP-175389-X,WH-EU-01,411,162.96,"October 26, 2025"
MN-382913-X,WH-EU-01,666,286.09,2025-10-22
GH-377417-ST,WH-EU-03,89,$525.97,10/03/2025
GHI-163316-U,WH-US-02,557,556.71,10/24/2025
QR-369203-B,WH-AS-03,125,477.92,10/05/2025
CD-097781-B,WH-AS-01,454,333.55,19-10-2025
CD-707073-B,WH-EU-03,832,534.19,2025-10-26
ST-978017-B,WH-AS-01,259,100.21,23-10-2025
MN-161263-W,WH-AS-01,683,99.88,2025-10-01
IJ-669061-V,WH-EU-01,473,415.69,21-10-2025
CD-650468-S,WH-EU-02,354,34.58,"October 05, 2025"
AB-629038-W,WH-AS-01,605,$241.75,2025-10-13
AB-701305-ST,WH-US-01,162,456.91,09/27/2025
KL-691855-S,WH-AS-02,349,650.28,"October 19, 2025"
EF-793495-R,WH-AS-01,2254,501.87,10/16/2025
CD-004717-W,WH-AS-02,379,155.42,"October 24, 2025"
UV-223955-B,WH-EU-02,464,455.55,10/10/2025
GH-054045-B,WH-AS-02,293,476.51,10/15/2025
MN-441869-B,WH-AS-03,373,509.59,2025-10-25
AB-701305-ST,WH-AS-03,353,441.58,"October 26, 2025"
ABC-651810-C,WH-AS-02,125,34.30,2025-10-04
AB-189073-C,WH-AS-01,149,202.94,"October 25, 2025"
KL-609792-V,WH-AS-03,579,$195.32,10/22/2025
DEF-150811-V,WH-AS-03,739,462.70,20-10-2025
UV-488575-Y,WH-US-03,261,311.91,30-09-2025
OP-068136-W,WH-US-01,605,511.64,08-10-2025
MN-753470-W,WH-EU-02,11,518.32,2025-10-13
GH-027225-C,WH-US-03,1,170.23,03-10-2025
QR-784300-A,WH-EU-03,738,238.96,2025-10-06
CD-902393-W,WH-EU-02,17,531.39,2025-10-25
MN-099907-S,WH EU 02,477,472.60,2025-10-25
EF-540131-U,WH-US-03,262,$277.37,10/12/2025
ST-883554-B,WH-US-01,124,119.98,09-10-2025
AB-617886-Z,WH-US-03,206,$490.19,"October 21, 2025"
ABC-372507-X,WH-AS-01,600,772.15,01-10-2025
OP-068136-W,WH-EU-03,767,493.03,08-05-2025
GH-985539-UV,WH-AS-02,139,181.26,07-10-2025
DEF-875244-Z,WH-EU-01,482,$554.75,2025-05-17
ST-582343-T,WH-US-02,557,358.63,2025-10-06
GH-054045-B,WH-US-01,579,499.26,"October 22, 2025"
CD-097781-B,WH-AS-03,387,341.45,2025-09-27
QR-257787-U,WH-AS-02,230,398.07,"October 05, 2025"
AB-617886-Z,WH-EU-02,593,478.87,27-09-2025
WX-460381-UV,WH-AS-02,330,181.20,2025-10-10
MN-268095-R,WH-US-01,1008,385.91,2025-10-11
QR-530959-Y,WH-US-02,163,299.36,2025-10-12
GH-920641-V,WH-AS-02,1636,$152.20,10/09/2025
GHI-415850-UV,WH-EU-01,171,260.54,"October 09, 2025"
GH-755717-UV,WH-US-03,337,206.26,04-10-2025
OP-172339-Y,WH-EU-02,366,527.55,10/01/2025
GH-079898-UV,WH-EU-01,666,$450.96,10/11/2025
AB-617886-Z,WH-EU-02,239,470.34,10/22/2025
EF-620176-X,WH-AS-01,238,26.67,"October 04, 2025"
WX-922406-ST,WH-EU-03,237,269.46,10/11/2025
QR-369203-B,WH-EU-02,250,$465.49,14-05-2025
KL-566579-RS,WH-AS-01,345,$138.02,10/05/2025
KL-060642-Z,WH-EU-03,431,$43.91,18-04-2025
QR-736911-UV,WH US 03,109,$693.56,27-09-2025
EF-579856-V,WH-AS-03,380,249.49,2025-10-14
EF-639720-B,WH-US-01,787,$86.54,2025-10-10
YZ-711219-C,WH-EU-02,689,326.04,28-09-2025
OP-175389-X,WH-EU-01,549,168.63,2025-10-08
ST-252083-R,WH-AS-01,622,$43.56,30-09-2025
OP-921659-A,WH-AS-02,167,483.24,"October 09, 2025"
KL-060642-Z,WH-US-01,571,39.10,28-09-2025
OP-424389-S,WH-US-03,620,48.17,24-10-2025
WX-922406-ST,WH-US-02,766,285.00,10/03/2025
IJ-773246-S,WH EU 01,628,364.34,"October 22, 2025"
YZ-284060-UV,WH-US-03,649,$78.68,10/01/2025
OP-811620-V,WH-AS-03,"1,738",$488.84,28-09-2025
UV-251280-V,WH-AS-02,394,378.80,"October 07, 2025"
GH-755717-UV,WH-AS-03,414,$207.23,10/01/2025
GH-402124-ST,WH EU 02,"1,539",$217.43,10/11/2025
QR-950314-UV,WH-EU-03,797,115.77,10/21/2025
GH-064556-X,WH-AS-02,271,569.73,"October 03, 2025"
WX-922406-ST,WH-US-03,36,$263.45,"October 17, 2025"
UV-117970-V,WH-AS-02,292,428.82,14-10-2025
GH-920641-V,WH-AS-02,325,264.47,"October 24, 2025"
QR-907339-S,WH EU 03,179,487.56,09-10-2025
CD-324232-W,WH-US-01,905,312.73,10/20/2025
IJ-979593-W,WH-AS-01,292,75.63,18-10-2025
UV-223955-B,WH-AS-02,1542,$445.88,"September 29, 2025"
KL-398382-R,WH-AS-01,103,$193.76,"October 13, 2025"
GH-098251-X,WH-AS-02,536,503.99,2025-09-29
ABC-651810-C,WH-AS-02,2064,19.23,09-10-2025
MN-958492-A,WH-US-02,917,184.79,27-06-2025
WX-220684-B,WH-AS-02,524,$445.03,2025-10-09
MN-958492-A,WH-US-03,407,$190.55,16-10-2025
ST-252083-R,WH-AS-02,1734,48.90,2025-09-28
ABC-942435-A,WH-AS-03,423,467.19,10-10-2025
CD-943590-W,WH-AS-01,432,$378.99,2025-10-26
GH-985539-UV,WH-EU-02,266,178.74,"October 01, 2025"
UV-458592-A,WH-EU-01,14,413.99,"October 23, 2025"
CD-241174-ST,WH-AS-02,482,283.85,13-10-2025
WX-460381-UV,WH-AS-02,235,183.34,21-10-2025
AB-319635-V,WH-US-01,892,144.94,15-10-2025
YZ-705314-B,WH-US-02,393,566.51,25-10-2025
ABC-651810-C,WH-EU-02,276,19.55,"October 25, 2025"
EF-049050-B,WH-EU-01,923,411.21,2025-10-21
CD-785309-W,WH-AS-01,217,473.25,04-10-2025
UV-981110-V,WH-US-03,8,$157.07,30-09-2025
MN-441869-B,WH-US-01,540,522.00,"October 16, 2025"
CD-901300-Y,WH-US-03,9,301.11,22-10-2025
UV-821391-UV,WH-US-03,324,493.26,"April 17, 2025"
MN-566427-T,WH-EU-02,275,$297.01,17-10-2025
DEF-709446-U,WH-US-03,164,154.83,13-10-2025
QR-950314-UV,WH-AS-03,480,119.71,14-10-2025
GHI-255801-RS,WH-AS-01,476,236.30,2025-10-21
